0,1,2,3,4,5,6,7,8,9,class
158.90394736842106,1.5181231085526312,13.39845394736842,3.4061710526315787,1.4583114035087719,72.17824780701754,0.5157313596491228,8.885502192982457,0.0025000000000000005,0.03662390350877194,3
151.27763157894736,1.5169194769736842,12.701032894736842,3.5351184210526316,1.3098377192982456,72.71945833333334,0.519047149122807,8.59002850877193,0.0025000000000000005,0.03146600877192982,3
164.0,1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0.0,5
165.0,1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0.0,0.0,5
166.0,1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0.0,0.0,5
167.0,1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0.0,0.0,5
168.0,1.51969,12.64,0.0,1.65,73.75,0.38,11.53,0.0,0.0,5
169.0,1.51666,12.86,0.0,1.83,73.88,0.97,10.17,0.0,0.0,5
170.0,1.51994,13.27,0.0,1.76,73.03,0.47,11.32,0.0,0.0,5
171.0,1.52369,13.44,0.0,1.58,72.22,0.32,12.24,0.0,0.0,5
172.0,1.51316,13.02,0.0,3.04,70.48,6.21,6.96,0.0,0.0,5
173.0,1.51321,13.0,0.0,3.02,70.7,6.21,6.93,0.0,0.0,5
174.0,1.52043,13.38,0.0,1.4,72.25,0.33,12.5,0.0,0.0,5
175.0,1.52058,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,5
176.0,1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0.0,0.28,5
165.76184210526318,1.5164250939849626,13.60052067669173,2.0899924812030077,2.9988646616541352,70.74426503759399,1.5624248120300754,7.301437969924814,1.5190902255639098,0.01692857142857143,5
171.03026315789472,1.5179949360902256,13.078468045112782,0.24457142857142866,2.30696992481203,71.5669492481203,3.0372142857142856,9.465174812030074,0.060142857142857165,0.01692857142857143,5
170.55131578947368,1.5219860413533834,13.236152255639098,0.24457142857142866,1.7285488721804512,72.33179135338345,0.6612669172932333,11.537174812030077,0.060142857142857165,0.01692857142857143,5
169.8513157894737,1.5193956729323308,13.099468045112783,0.24457142857142866,1.8464436090225564,72.9017387218045,0.7920563909774437,10.876227443609023,0.060142857142857165,0.01692857142857143,5
173.3513157894737,1.5200743045112781,12.874731203007517,1.25293984962406,2.071548872180451,72.24926503759399,0.9265300751879699,10.03328007518797,0.21045864661654134,0.3363496240601503,5
169.1144736842105,1.5176762518796991,12.818362781954887,0.24457142857142866,1.870390977443609,73.4197387218045,1.0400037593984963,10.306280075187969,0.060142857142857165,0.01692857142857143,5
177.0,1.51905,14.0,2.39,1.56,72.37,0.0,9.57,0.0,0.0,6
178.0,1.51937,13.79,2.41,1.19,72.76,0.0,9.77,0.0,0.0,6
179.0,1.51829,14.46,2.24,1.62,72.38,0.0,9.26,0.0,0.0,6
180.0,1.51852,14.09,2.19,1.66,72.67,0.0,9.32,0.0,0.0,6
181.0,1.51299,14.4,1.74,1.54,74.55,0.0,7.59,0.0,0.0,6
182.0,1.51888,14.99,0.78,1.74,72.5,0.0,9.95,0.0,0.0,6
183.0,1.51916,14.15,0.0,2.09,72.74,0.0,10.88,0.0,0.0,6
184.0,1.51969,14.56,0.0,0.56,73.48,0.0,11.22,0.0,0.0,6
185.0,1.51115,17.38,0.0,0.34,75.41,0.0,6.65,0.0,0.0,6
183.50394736842105,1.5149700144736842,15.919781578947367,0.4217250000000001,0.7008565789473685,74.30251842105262,0.0,8.475910526315792,0.0,0.0,6
179.67236842105262,1.5181141197368422,14.444623684210526,1.9823565789473685,1.5541197368421054,72.65088684210527,0.0,9.301542105263158,0.0,0.0,6
180.225,1.5182412250000001,14.24015,1.9547249999999998,1.576225,72.81115,0.0,9.3347,0.0,0.0,6
179.45131578947368,1.5181598039473683,14.44978157894737,2.002251315789474,1.5165407894736842,72.63615,0.0,9.33027894736842,0.0,0.0,6
186.0,1.51131,13.69,3.2,1.81,72.81,1.76,5.43,1.19,0.0,7
187.0,1.51838,14.32,3.26,2.22,71.25,1.46,5.79,1.63,0.0,7
188.0,1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0.0,0.0,7
189.0,1.52247,14.86,2.2,2.06,70.26,0.76,9.76,0.0,0.0,7
190.0,1.52365,15.79,1.83,1.31,70.43,0.31,8.61,1.68,0.0,7
191.0,1.51613,13.88,1.78,1.79,73.1,0.0,8.67,0.76,0.0,7
192.0,1.51602,14.85,0.0,2.38,73.28,0.0,8.76,0.64,0.09,7
193.0,1.51623,14.2,0.0,2.79,73.46,0.04,9.04,0.4,0.09,7
194.0,1.51719,14.75,0.0,2.0,73.02,0.0,8.53,1.59,0.08,7
195.0,1.51683,14.56,0.0,1.98,73.29,0.0,8.52,1.57,0.07,7
196.0,1.51545,14.14,0.0,2.68,73.39,0.08,9.07,0.61,0.05,7
197.0,1.51556,13.87,0.0,2.54,73.23,0.14,9.41,0.81,0.01,7
198.0,1.51727,14.7,0.0,2.34,73.28,0.0,8.95,0.66,0.0,7
199.0,1.51531,14.38,0.0,2.66,73.1,0.04,9.08,0.64,0.0,7
200.0,1.51609,15.01,0.0,2.51,73.05,0.05,8.83,0.53,0.0,7
201.0,1.51508,15.15,0.0,2.25,73.5,0.0,8.34,0.63,0.0,7
202.0,1.51653,11.95,0.0,1.19,75.18,2.7,8.93,0.0,0.0,7
203.0,1.51514,14.85,0.0,2.42,73.72,0.0,8.39,0.56,0.0,7
204.0,1.51658,14.8,0.0,1.99,73.11,0.0,8.28,1.71,0.0,7
205.0,1.51617,14.95,0.0,2.27,73.3,0.0,8.71,0.67,0.0,7
206.0,1.51732,14.95,0.0,1.8,72.99,0.0,8.61,1.55,0.0,7
207.0,1.51645,14.94,0.0,1.87,73.11,0.0,8.67,1.38,0.0,7
208.0,1.51831,14.39,0.0,1.82,72.86,1.41,6.47,2.88,0.0,7
209.0,1.5164,14.37,0.0,2.74,72.85,0.0,9.45,0.54,0.0,7
210.0,1.51623,14.14,0.0,2.88,72.61,0.08,9.18,1.06,0.0,7
211.0,1.51685,14.92,0.0,1.99,73.06,0.0,8.4,1.59,0.0,7
212.0,1.52065,14.36,0.0,2.02,73.42,0.0,8.44,1.64,0.0,7
213.0,1.51651,14.38,0.0,1.94,73.61,0.0,8.48,1.57,0.0,7
214.0,1.51711,14.23,0.0,2.08,73.36,0.0,8.62,1.67,0.0,7
205.11973684210528,1.5172018748120302,14.627973308270676,0.16725,1.9311417293233084,72.98933007518797,0.5135860902255638,7.9676860902255635,1.7184052631578948,0.004178571428571429,7
195.35657894736843,1.5168179800751882,14.454446992481202,0.16725,2.3279312030075188,73.16211954887217,0.11274398496240604,8.706001879699247,0.9848789473684212,0.06386278195488722,7
209.17236842105262,1.5167840853383459,14.375973308270675,0.16725,2.0155101503759396,73.37617218045112,0.09800714285714288,8.503738721804513,1.4240368421052634,0.004178571428571429,7
201.5828947368421,1.5163511906015037,13.444973308270674,0.16725,1.7870890977443608,74.13548796992481,1.2916913533834586,8.658843984962404,0.454721052631579,0.004178571428571429,7
191.525,1.5213436642857143,13.740078571428569,2.5052499999999998,1.4978785714285714,72.55201428571428,0.5180071428571429,8.728107142857143,0.3103,0.004178571428571429,7
208.54605263157896,1.5186785063909773,14.388499624060149,0.16725,2.0331943609022556,73.32201428571429,0.09800714285714288,8.4639492481203,1.4428263157894736,0.004178571428571429,7
197.125,1.5159536642857143,14.230078571428571,0.16725,2.5128785714285713,73.25901428571429,0.15400714285714287,8.896107142857144,0.7373000000000001,0.03917857142857143,7
200.95657894736846,1.5161754537593988,13.876025939849624,0.16725,1.8604048872180452,73.89306691729324,0.9932703007518798,8.580738721804511,0.5424052631578948,0.004178571428571429,7
201.50921052631583,1.5164536116541354,13.23128909774436,0.16725,1.6964575187969926,74.24306691729325,1.4906387218045114,8.698633458646619,0.41345789473684214,0.004178571428571429,7
197.45657894736843,1.515990137969925,14.140552255639097,0.16725,2.466457518796993,73.20596165413535,0.17390187969924814,9.008843984962407,0.8036157894736842,0.02591541353383459,7
197.60394736842105,1.5160063484962407,14.100762781954886,0.16725,2.445825939849624,73.18238270676692,0.18274398496240604,9.058949248120301,0.8330894736842106,0.020020676691729328,7
190.16184210526316,1.513316137969925,13.93828909774436,2.4094605263157893,1.918983834586466,72.79554060150376,1.3189545112781955,6.36137030075188,1.1595105263157897,0.004178571428571429,7
201.17763157894737,1.516495980075188,13.168657518796993,0.16725,1.6260890977443607,74.26443533834586,1.5901124060150376,8.71115977443609,0.40314210526315797,0.004178571428571429,7
206.74078947368417,1.5165309800751878,14.272446992481202,0.16725,2.6270890977443604,72.75722481203007,0.1392703007518797,9.022843984962405,0.9565105263157896,0.004178571428571429,7
